nan, nan, nan, nan, nan, nan, nan,-4.203192, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan,-2.487168, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan,-4.142232, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan,-3.008376, nan, nan, nan, nan, nan, nan
nan, nan, nan,-1.548384, nan, nan, nan, nan, nan, nan,-3.331464, nan
nan, nan, nan, nan,-2.505456, nan, nan, nan, nan,-2.62128, nan, nan
nan, nan, nan, nan,-3.270504, nan, nan, nan, nan, nan,-3.282696, nan
nan, nan, nan, nan,-3.758184, nan, nan, nan, nan, nan,-4.93776, nan
nan, nan, nan, nan,-5.492496, nan, nan, nan, nan, nan,-4.608576, nan
nan, nan, nan, nan,-5.321808, nan, nan, nan, nan, nan,-5.178552, nan
nan, nan, nan,-6.379464, nan, nan, nan, nan, nan, nan,-4.163568, nan
nan, nan, nan, nan,-6.391656, nan, nan, nan, nan, nan,-6.742176, nan
nan, nan, nan, nan,-7.80288, nan, nan, nan, nan, nan,-7.763256, nan
nan, nan, nan, nan,-7.943088, nan, nan, nan, nan, nan,-7.623048, nan
nan, nan, nan, nan,-7.876032, nan, nan, nan, nan, nan,-8.223504, nan
nan, nan, nan, nan,-7.988808, nan, nan, nan, nan, nan,-5.675376, nan
nan, nan, nan, nan,-7.973568, nan, nan, nan, nan, nan,-7.272528, nan
nan, nan, nan, nan,-7.717536, nan, nan, nan, nan, nan,-7.226808, nan
nan, nan, nan, nan,-7.86384, nan, nan, nan, nan, nan,-7.342632, nan
nan, nan, nan, nan,-9.314688, nan, nan, nan, nan, nan,-10.527792, nan
nan, nan, nan, nan,-10.844784, nan, nan, nan, nan, nan,-8.211312, nan
nan, nan, nan, nan,-8.415528, nan, nan, nan, nan, nan,-9.497568, nan
nan, nan, nan, nan,-10.10412, nan, nan, nan, nan, nan,-10.433304, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,-8.59536, nan
nan, nan, nan, nan,-9.759696, nan, nan, nan, nan, nan,-9.226296, nan
nan, nan, nan, nan,-10.536936, nan, nan, nan, nan, nan,-10.558272, nan
nan, nan, nan, nan,-10.244328, nan, nan, nan, nan, nan,-11.106912, nan
nan, nan, nan,-10.308336, nan, nan, nan, nan, nan, nan,-10.963656, nan
nan, nan, nan, nan,-11.042904, nan, nan, nan, nan, nan,-9.107424, nan
nan, nan, nan, nan,-10.30224, nan, nan, nan, nan, nan,-9.256776, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,-5.407152, nan
nan, nan, nan, nan,-8.705088, nan, nan, nan, nan, nan,-10.783824, nan
nan, nan, nan, nan,-11.06424, nan, nan, nan, nan, nan,-9.211056, nan
nan, nan, nan, nan,-12.158472, nan, nan, nan, nan, nan,-11.100816, nan
nan,-9.110472, nan, nan, nan,-10.741152, nan, nan, nan,-9.86028, nan, nan
-8.988552, nan, nan, nan, nan, nan, nan, nan, nan,-9.744456, nan, nan
-8.729472, nan, nan, nan, nan, nan, nan, nan, nan,-3.785616, nan, nan
-4.43484, nan, nan, nan, nan, nan, nan, nan, nan,-4.690872, nan, nan
-9.354312, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan,-8.781288, nan, nan, nan, nan, nan, nan, nan,-9.009888, nan, nan
-2.420112, nan, nan, nan, nan, nan, nan, nan,-1.435608, nan, nan, nan
-7.28472, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-8.247888, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-8.372856, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-6.998208, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-7.930896, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan,-7.949184, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-7.1628, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-7.647432, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
nan,-7.321296, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-8.33628, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-3.822192, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan 
-3.130296, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan 
-2.404872, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-0.835152, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
-2.234184, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan,-0.950976
-0.859536, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan
